DataKey,rgb,label,(times),DATE,totEarNum,dsm,time,days
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_original_enhanced_brightenFlipped.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/Augmented/DSM_202504040926_1_original_flipped.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_original_enhanced_brightenOriginal.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/DSM_202504040926_1_original_correctedTilt.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_original_enhanced_darkenFlipped.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/Augmented/DSM_202504040926_1_original_flipped.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_original_enhanced_darkenOriginal.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/DSM_202504040926_1_original_correctedTilt.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_original_enhanced_flipped.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/Augmented/DSM_202504040926_1_original_flipped.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_original_enhanced_jittered.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/DSM_202504040926_1_original_correctedTilt.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_original_enhanced_noisy.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/DSM_202504040926_1_original_correctedTilt.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_original_enhanced_original.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/DSM_202504040926_1_original_correctedTilt.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_original_enhanced_rotated.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/Augmented/DSM_202504040926_1_original_rotated.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_original_enhanced_zoomed.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/Augmented/DSM_202504040926_1_original_zoomed.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_raw1_enhanced_brightenFlipped.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/Augmented/DSM_202504040926_1_original_flipped.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_raw1_enhanced_brightenOriginal.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/DSM_202504040926_1_original_correctedTilt.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_raw1_enhanced_darkenFlipped.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/Augmented/DSM_202504040926_1_original_flipped.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_raw1_enhanced_darkenOriginal.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/DSM_202504040926_1_original_correctedTilt.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_raw1_enhanced_flipped.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/Augmented/DSM_202504040926_1_original_flipped.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_raw1_enhanced_jittered.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/DSM_202504040926_1_original_correctedTilt.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_raw1_enhanced_noisy.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/DSM_202504040926_1_original_correctedTilt.tif,9.433333333333334,154
202504040926_1,/RGB/RGB_202504040926/RGB_202504040926_1/Augmented/RGB_202504040926_1_raw1_enhanced_original.jpg,1,4,4/4/2025,594,/DSM/DSM_202504040926/DSM_202504040926_1/DSM_202504040926_1_original_correctedTilt.tif,9.433333333333334,154
